highest_charting_position,number_of_times_charted,track_name,streams,artist_name,artist_followers,track_id,popularity,danceability,energy,loudness,speechiness,acousticness,liveness,tempo,duration_ms,valence,key
30,1,1 0 0 . m i l ‘ (with Bas),15171655.0,J. Cole,14097410.0,4n6NDfYake476trCjJRNl0,72.0,0.711,0.647,-5.667,0.0822,0.334,0.312,125.092,163302.0,0.227,D
32,1,p u n c h i n ‘ . t h e . c l o c k,14051831.0,J. Cole,14097410.0,57ZUX6TNyKLBydAdVVd02x,70.0,0.769,0.74,-6.579,0.378,0.197,0.171,94.104,112579.0,0.692,B
36,2,t h e . c l i m b . b a c k,12648655.0,J. Cole,14097410.0,5lLNBIyjp72btcnrjBG751,70.0,0.618,0.632,-6.973,0.346,0.0526,0.353,81.446,306257.0,0.319,B
48,1,h u n g e r . o n . h i l l s i d e (with Bas),11647489.0,J. Cole,14097410.0,5BwQjRasNcdRPuVWKcHto2,71.0,0.563,0.703,-5.756,0.0702,0.126,0.213,94.983,238972.0,0.294,D
55,1,c l o s e,10712648.0,J. Cole,14097410.0,1D3z6HTiQsNmZxjl7F7eoG,82.0,0.597,0.587,-7.026,0.137,0.0622,0.214,140.021,218802.0,0.0753,G
34,3,WITHOUT YOU (with Miley Cyrus),6081034.0,The Kid LAROI,2230022.0,1EHUQesfVKwbthtNcpBi9g,81.0,0.655,0.469,-6.257,0.0292,0.173,0.0956,92.56,161385.0,0.467,C
92,3,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5595839.0,"Bizarrap, Snow Tha Product",3126961.0,3ke6it1vTmHtz2ApcIVUz5,78.0,0.83,0.748,-5.362,0.162,0.354,0.0992,133.028,177443.0,0.523,C#
87,10,Travesuras - Remix,5518444.0,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",2123734.0,0VWLId2RwPCno9s1cJm2Vy,81.0,0.739,0.788,-5.198,0.0731,0.0513,0.282,175.996,324426.0,0.473,C#
148,7,Bubblegum Bitch,5375782.0,MARINA,2918229.0,0ZFBKLOZLIM16RAUb5eomN,73.0,0.495,0.856,-5.123,0.0311,0.000219,0.103,158.024,154667.0,0.609,C
182,5,Explícito,5278449.0,Myke Towers,6150675.0,6qraVL4IJaIj0IuEexYJNa,81.0,0.828,0.83,-3.371,0.047,0.348,0.0613,95.007,195066.0,0.422,D
58,19,No Te Enamores - Remix,5218146.0,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",22718.0,2mM3gZ0BbPwPPMelbA8vgt,79.0,0.824,0.837,-4.603,0.107,0.573,0.271,100.021,289933.0,0.58,F
110,10,PROBLEMA,5215973.0,Daddy Yankee,1250353.0,7vzPjsX8UzlPKKtV47qGPn,0.0,0.773,0.8,-3.17,0.0987,0.0613,0.0327,89.988,184507.0,0.842,A#
5,31,Lonely (with benny blanco),5191697.0,Justin Bieber,48504126.0,4y4spB9m0Q6026KfkAvy9Q,80.0,0.631,0.239,-7.071,0.0398,0.864,0.116,79.859,149297.0,0.0927,B
77,10,Cupid's Chokehold / Breakfast in America,5165035.0,Gym Class Heroes,1275345.0,2Lhdl74nwwVGOE2Gv35QuK,81.0,0.72,0.744,-6.938,0.12,0.237,0.255,78.953,243773.0,0.619,C#
38,72,If the World Was Ending - feat. Julia Michaels,5127736.0,JP Saxe,280585.0,2kJwzbxV2ppxnQoYw4GLBZ,82.0,0.464,0.473,-10.086,0.129,0.866,0.109,75.801,208687.0,0.604,C#
47,2,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",7347891.0,DJ Khaled,6278835.0,20GrahbI4AzAOWxpYfDKkf,76.0,0.757,0.721,-2.906,0.0691,0.00196,0.647,124.036,165366.0,0.364,E
61,17,Body,5831357.0,"Russ Millions, Tion Wayne",323203.0,6uvMKqNlrSvcC4NaKnrwjZ,84.0,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085.0,0.73,B
10,69,everything i wanted,5448680.0,Billie Eilish,1250353.0,1OC8hMoqAuWmTWJ4heJNlO,0.0,0.704,0.225,-14.454,0.0994,0.901,0.106,120.006,245426.0,0.243,F#
169,1,What You Need,5346005.0,Don Toliver,1605329.0,6LcX2hBbXaJcK4AuefE936,76.0,0.664,0.655,-7.327,0.0461,0.059,0.17,129.987,217609.0,0.13,A#
115,9,"L-Gante: Bzrp Music Sessions, Vol.38",5290877.0,"Bizarrap, L-Gante",3126961.0,1Crj1zkRMpsEjb9NOR6Zof,80.0,0.553,0.819,-3.083,0.257,0.368,0.0915,87.913,192348.0,0.761,D
19,26,HOLIDAY,5264232.0,Lil Nas X,5473565.0,6zFMeegAMYQo0mt8rXtrli,83.0,0.81,0.511,-6.924,0.164,0.12,0.0832,151.947,154998.0,0.837,F
71,28,At My Worst,5258000.0,Pink Sweat$,942628.0,0ri0Han4IRJhzvERHOZTMr,79.0,0.813,0.415,-5.926,0.0349,0.777,0.131,91.921,170345.0,0.667,C
3,70,Life Is Good (feat. Drake),5241227.0,Future,10488292.0,5yY9lUy8nbvjM1Uyo1Uqoc,81.0,0.676,0.609,-5.831,0.481,0.0706,0.152,142.037,237735.0,0.508,D
184,1,Extasy,5203700.0,"187 Strassenbande, Bonez MC, Frauenarzt",1223734.0,79lc69ZXfL4WmJIzVSDmWT,67.0,0.863,0.739,-5.879,0.153,0.0289,0.0931,129.964,174021.0,0.547,A
7,44,Wishing Well,5125706.0,Juice WRLD,19085118.0,2U5WueTLIK5WJLD7mvDODv,83.0,0.65,0.613,-6.13,0.128,0.00336,0.267,149.972,194621.0,0.0804,A
164,11,Fan de Tus Fotos,5103863.0,"Nicky Jam, Romeo Santos",14826679.0,1mauYRwbpoGQX6itP2FAJC,79.0,0.728,0.689,-5.718,0.0725,0.293,0.109,170.089,197647.0,0.431,G
82,12,Tapão Na Raba,5088848.0,Raí Saia Rodada,1260752.0,58pgi1RpcU2fVJsxhm7BIr,80.0,0.808,0.796,-3.169,0.0305,0.462,0.155,128.048,175047.0,0.799,C#
66,10,Machu Picchu,5062404.0,"Camilo, Evaluna Montaner",10561047.0,1LXb70u8SLsvBAPWHMCTMe,76.0,0.788,0.789,-2.39,0.124,0.397,0.226,167.897,179005.0,0.867,C
4,44,Come & Go (with Marshmello),5037124.0,Juice WRLD,19085118.0,2Y0wPrPQBrGhoLn14xRYCG,83.0,0.625,0.814,-5.181,0.0657,0.0172,0.158,144.991,205485.0,0.535,C
71,72,Robbery,5024884.0,Juice WRLD,19085118.0,6Hj9jySrnFppAI0sEMCZpJ,83.0,0.685,0.692,-5.122,0.0457,0.328,0.153,159.966,240051.0,0.578,D
199,1,Paradigmas,5018076.0,Jorge & Mateus,15013645.0,17UfXrL7Run3GyZJW4uRjC,72.0,0.686,0.789,-4.103,0.126,0.322,0.4,157.932,157355.0,0.822,C#
53,12,SugarCrash!,5018005.0,ElyOtto,85617.0,2ePtv8MlBO9nuuXABqAfEX,80.0,0.748,0.734,-6.499,0.124,0.524,0.0975,97.753,80081.0,0.368,C
72,1,durag activity (with Travis Scott),7939784.0,Baby Keem,279741.0,4JJcP0Rv9AgyPD6ZGaC8EE,75.0,0.89,0.701,-5.712,0.342,0.00306,0.0895,80.462,225020.0,0.505,C
113,1,love race (feat. Kellin Quinn),6325080.0,Machine Gun Kelly,3864419.0,1F9kEuwT29fgqlovIclu81,76.0,0.517,0.848,-4.054,0.0521,0.00581,0.214,95.906,188779.0,0.429,A#
7,40,POPSTAR (feat. Drake),6127103.0,DJ Khaled,6278835.0,6EDO9iiTtwNv6waLwa1UUq,80.0,0.8,0.56,-4.818,0.261,0.057,0.134,163.071,200221.0,0.45,F
122,1,LET IT GO (feat. Justin Bieber & 21 Savage),6083338.0,DJ Khaled,6278835.0,1cEhrSF6EylAEqdhUGuNpX,75.0,0.877,0.444,-7.547,0.172,0.24,0.169,129.06,165527.0,0.658,G#
137,1,Girl From Rio,5768836.0,Anitta,10740222.0,6CF085Ol0cVda1WqelybEQ,69.0,0.732,0.604,-7.472,0.0443,0.0112,0.219,139.982,195429.0,0.732,C
10,8,On The Ground,5655879.0,ROSÉ,1094731.0,2pn8dNVSpYnAtlKFC8Q0DJ,74.0,0.311,0.607,-6.578,0.11,0.0174,0.131,188.7,168086.0,0.286,C#
20,5,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),5480722.0,Taylor Swift,42227614.0,2CYVETnhM9aytqrazYYwrK,74.0,0.66,0.817,-6.269,0.0521,0.162,0.0667,135.942,277592.0,0.714,B
42,60,when the party's over,5467596.0,Billie Eilish,1250353.0,5KWwUzVxubgSPmLIUAQhYt,0.0,0.484,0.103,-14.075,0.0627,0.979,0.0895,124.011,199931.0,0.194,C#
63,4,Otra Noche Sin Ti,5377794.0,"J Balvin, Khalid",29051363.0,2CdTLdDjwZdVcm0bresVWx,80.0,0.503,0.548,-7.564,0.164,0.0751,0.145,94.036,228920.0,0.441,C
33,5,Met Him Last Night (feat. Ariana Grande),5200695.0,Demi Lovato,20331923.0,0BI0hfbmqybnd3TezrDME3,72.0,0.538,0.512,-4.548,0.0262,0.22,0.101,144.978,204632.0,0.12,E
100,11,Back In Blood (feat. Lil Durk),5198209.0,Pooh Shiesty,423237.0,7JuHVG3qQKQKxC4doneXVW,75.0,0.759,0.538,-8.256,0.384,0.151,0.126,146.933,184490.0,0.831,G#
94,5,Run It Up (feat. Offset & Moneybagg Yo),5107084.0,Lil Tjay,3553442.0,1dg3qy5DjoJodawfOCgrTP,81.0,0.88,0.575,-6.091,0.163,0.415,0.109,120.031,232048.0,0.671,F#
37,31,Mi Niña,5026961.0,"Wisin, Myke Towers, Los Legendarios",6929075.0,2bgcUk2A3jjKbCJ7KPquTi,79.0,0.823,0.821,-3.402,0.166,0.31,0.143,99.999,213314.0,0.791,G#
9,6,As I Am (feat. Khalid),5896065.0,Justin Bieber,48544923.0,6F2r4HgpJnvKDmkN6JEN6J,72.0,0.595,0.543,-8.149,0.038,0.127,0.0975,99.928,174406.0,0.109,B
150,1,Come Through (feat. Chris Brown),5531998.0,H.E.R.,4138951.0,3krZxyBsWEHfEfJegYaWTd,74.0,0.615,0.422,-8.019,0.0504,0.604,0.112,135.859,214094.0,0.185,F
33,24,Goosebumps,5496962.0,HVME,17719446.0,5uEYRdEIh9Bo4fpjDd4Na9,87.0,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803.0,0.808,C#
18,33,Put Your Records On,5181180.0,Ritt Momney,100463.0,6AGOKlMZWLCaEJGnaROtF9,81.0,0.399,0.491,-10.778,0.0538,0.0563,0.11,91.066,210463.0,0.151,F#
137,13,Facas - Ao Vivo,5141640.0,"Diego & Victor Hugo, Bruno & Marrone",1585593.0,1ere9b9vDw2N3m9d4uiXxa,79.0,0.443,0.509,-5.995,0.0536,0.615,0.472,160.984,196380.0,0.69,D
62,28,Train Wreck,5081800.0,James Arthur,8446147.0,55Am8neGJkdj2ADaM3aw5H,82.0,0.311,0.485,-5.726,0.0365,0.701,0.0726,77.355,208827.0,0.225,F#
7,23,Monster (Shawn Mendes & Justin Bieber),5069268.0,Shawn Mendes,33893352.0,2Z8yfpFX0ZMavHkcIeHiO1,79.0,0.652,0.383,-7.076,0.0516,0.0676,0.0828,145.765,178994.0,0.549,D
6,53,In Your Eyes,5054319.0,The Weeknd,35340069.0,7szuecWAPwGoV1e5vGu8tl,81.0,0.667,0.719,-5.371,0.0346,0.00285,0.0736,100.021,237520.0,0.717,G
101,68,SAD!,5051338.0,XXXTENTACION,29566516.0,3ee8Jmje8o58CHK66QrVC2,84.0,0.74,0.613,-4.88,0.145,0.258,0.123,75.023,166606.0,0.473,G#
193,1,Good Without,4998044.0,Mimi Webb,130801.0,15OCqNPYoLziEAsbVnqRj5,81.0,0.616,0.576,-5.495,0.0532,0.0723,0.375,89.962,182121.0,0.269,B
19,66,hot girl bummer,4992396.0,blackbear,4270131.0,2mt1IqcFyY1zmYZT8Q3xw9,83.0,0.782,0.559,-7.106,0.0767,0.125,0.385,129.992,188344.0,0.685,F#
197,1,When I Was Your Man,4945935.0,Bruno Mars,32603394.0,0nJW01T7XtvILxQgC5J7Wh,82.0,0.612,0.28,-8.648,0.0434,0.932,0.088,72.795,213827.0,0.387,C
73,11,LOCATION,4940701.0,"KAROL G, Anuel AA, J Balvin",1250353.0,1aH3EQY5LTXjRZQLpl1Gby,0.0,0.772,0.758,-3.891,0.0482,0.0433,0.295,115.977,265240.0,0.654,A
177,7,Stressed Out,4913147.0,Twenty One Pilots,20823062.0,3CRDbSIZ4r5MsZ0YwxuEkn,83.0,0.734,0.637,-5.677,0.141,0.0462,0.0602,169.977,202333.0,0.648,E
72,1,Ski,7753784.0,"Young Stoner Life, Young Thug, Gunna",61930.0,6755DFiZ7CWe2WMdTGW5C1,78.0,0.953,0.621,-7.638,0.221,0.017,0.0398,123.016,152333.0,0.883,G#
75,1,Diamonds Dancing (feat. Travis Scott),7515766.0,"Young Stoner Life, Young Thug, Gunna",61930.0,7uZqvqXzzYMKrexKxdcGmd,69.0,0.851,0.703,-7.351,0.303,0.00949,0.0895,74.017,242600.0,0.596,E
8,5,Love Story (Taylor’s Version),6202933.0,Taylor Swift,42227614.0,6YvqWjhGD8mB5QXcbcUKtx,73.0,0.627,0.792,-4.311,0.031,0.13,0.0845,119.054,235767.0,0.415,D
107,14,"Ele É Ele, Eu Sou Eu",5380517.0,"Wesley Safadão, Os Barões Da Pisadinha",9907270.0,7EWXP47VlXKO3r7mNxuWHw,73.0,0.758,0.763,-8.754,0.0768,0.23,0.0703,163.946,155210.0,0.854,C#
186,1,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,5159208.0,Os Barões Da Pisadinha,4271775.0,2SUPbyD77tJuOUbqbxct6l,80.0,0.593,0.932,-2.324,0.0526,0.302,0.133,171.977,147876.0,0.913,G#
3,19,willow,5016865.0,Taylor Swift,42227614.0,0lx2cLdOt3piJbcaXIV74f,79.0,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,214707.0,0.529,G
104,16,Why'd You Only Call Me When You're High?,4976405.0,Arctic Monkeys,12375514.0,086myS9r57YsLbJpU0TgK9,82.0,0.691,0.631,-6.478,0.0368,0.0483,0.104,92.004,161124.0,0.8,D
18,18,Afterglow,4965330.0,Ed Sheeran,1250353.0,5dA45onYgYACRp8C5xEOS9,0.0,0.641,0.324,-5.851,0.0299,0.698,0.328,110.184,185487.0,0.273,B
43,29,LA CANCIÓN,4959754.0,"J Balvin, Bad Bunny",29051363.0,0fea68AdmYNygeTGI4RC18,83.0,0.754,0.646,-5.795,0.317,0.152,0.108,176.089,242573.0,0.429,G
52,1,You Belong With Me (Taylor’s Version),9872084.0,Taylor Swift,42227614.0,1qrpoAMXodY6895hGKoUpA,73.0,0.632,0.773,-4.856,0.0346,0.0623,0.0885,130.033,231124.0,0.474,F#
54,1,Fearless (Taylor’s Version),9676024.0,Taylor Swift,42227614.0,77sMIMlNaSURUAXq5coCxE,69.0,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,241592.0,0.43,F
68,1,X Gon' Give It To Ya,8638360.0,DMX,2815928.0,1zzxoZVylsna2BQB65Ppcb,73.0,0.761,0.899,-3.09,0.183,0.0135,0.0719,95.027,217587.0,0.673,A#
80,1,Fifteen (Taylor’s Version),7852063.0,Taylor Swift,42227614.0,2nqio0SfWg6gh2eCtfuMa5,66.0,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,294419.0,0.289,G
84,1,The Way I Loved You (Taylor’s Version),7736262.0,Taylor Swift,42227614.0,22bPsP2jCgbLUvh82U0Z3M,72.0,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,243137.0,0.472,F
51,3,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),7712896.0,Taylor Swift,42227614.0,5pcjystBtalYeqaiXCcgEY,65.0,0.589,0.496,-7.606,0.0377,0.818,0.101,142.731,220839.0,0.44,D
93,1,Hey Stephen (Taylor’s Version),7385864.0,Taylor Swift,42227614.0,550erGcdD9n6PnwxrvYqZT,66.0,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,254255.0,0.797,F#
102,1,White Horse (Taylor’s Version),7039222.0,Taylor Swift,42227614.0,5YL553x8sHderRBDlm3NM3,65.0,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,234516.0,0.366,C
114,1,Forever & Always (Taylor’s Version),6566059.0,Taylor Swift,42227614.0,1msEuwSBneBKpVCZQcFTsU,66.0,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,225328.0,0.673,A#
119,1,Breathe (feat. Colbie Caillat) (Taylor’s Version),6508683.0,Taylor Swift,42227614.0,7HC7R2D8WjXVcUHJyEGjRs,64.0,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,263377.0,0.321,C#
139,1,Ruff Ryders' Anthem,5988511.0,DMX,2815928.0,1BKT2I9x4RGKaKqW4up34s,72.0,0.88,0.577,-8.093,0.302,0.0564,0.201,90.991,214440.0,0.74,A#
146,1,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),5889939.0,Taylor Swift,42227614.0,7eResoqEJJAVTkQYSqvO3P,67.0,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,189496.0,0.508,F
147,1,Tell Me Why (Taylor’s Version),5885151.0,Taylor Swift,42227614.0,0k0vFacOHNuArLWMiH60p7,63.0,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,200576.0,0.541,G
148,1,You’re Not Sorry (Taylor’s Version),5860405.0,Taylor Swift,42227614.0,6iiAfo4wTA2CVC3Uwx9uh8,64.0,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,261843.0,0.241,F#
40,25,Chica Ideal,5217052.0,"Sebastian Yatra, Guaynaa",1250353.0,6M3Bdl5UtQtmjnYDW69LZQ,0.0,0.574,0.891,-3.665,0.157,0.0847,0.16,100.978,183240.0,0.707,C
15,32,Relación - Remix,5206614.0,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",8758283.0,35UUpTmrcFXNIVIN26ujXl,80.0,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308.0,0.835,F
192,1,Don’t You (Taylor’s Version) (From The Vault),5197564.0,Taylor Swift,42227614.0,4uuEGH5SVuzkkSFjo2DEiY,65.0,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,208609.0,0.405,D#
195,1,We Were Happy (Taylor’s Version) (From The Vault),5189423.0,Taylor Swift,42227614.0,34V9RiEPe8MNdU32qJsJa1,64.0,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,244237.0,0.13,C
153,2,WACHA,5172999.0,"KHEA, Duki",3198705.0,5RmSunLqeDqNWww8LWhAiK,75.0,0.737,0.634,-4.25,0.0424,0.345,0.111,94.927,206360.0,0.528,D#
132,1,Dancing With The Devil,5836326.0,Demi Lovato,20338833.0,2kONpeXXK70YEs7c0UQbmq,66.0,0.413,0.64,-5.811,0.0427,0.273,0.11,75.245,243992.0,0.149,G#
26,4,Gone,5427638.0,ROSÉ,1099480.0,2dHoVW9AxJVSRebPRyV2aA,71.0,0.647,0.377,-6.003,0.0375,0.594,0.0768,79.936,207164.0,0.653,F#
160,3,What Other People Say,5413003.0,"Sam Fischer, Demi Lovato",122746.0,2h9TDNEXRhcDIV3fsoEVq9,77.0,0.652,0.472,-8.084,0.0399,0.158,0.121,126.904,194890.0,0.24,G
88,31,Hello (feat. A Boogie Wit da Hoodie),5323062.0,Pop Smoke,6852509.0,2r6OAV3WsYtXuXjvJ1lIDi,82.0,0.905,0.647,-5.065,0.107,0.0187,0.282,130.97,190534.0,0.367,A#
91,12,Hasta Abajo,5269163.0,"Kevin Roldan, Bryant Myers, Lyanno",4026643.0,4PEfJZpVjdclfzZ9XO8uDw,77.0,0.714,0.671,-5.119,0.362,0.289,0.325,169.732,229827.0,0.641,F
30,37,Take You Dancing,5176493.0,Jason Derulo,9778632.0,59qrUpoplZxbIZxk6X0Bm3,82.0,0.789,0.711,-4.248,0.041,0.0332,0.0876,112.985,190306.0,0.753,D
28,3,Unstable (feat. The Kid LAROI),5137645.0,Justin Bieber,48544923.0,137mSruegm1u6x9NvwiagR,74.0,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,158324.0,0.37,E
2,48,Stuck with U (with Justin Bieber),5094660.0,Ariana Grande,67208170.0,4HBZA5flZLE435QTztThqH,84.0,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482.0,0.537,G#
120,15,Hayloft,5086382.0,Mother Mother,2110870.0,2kS6td1yvmpNgZTt1q5pQq,81.0,0.527,0.922,-2.666,0.0728,0.00475,0.422,95.975,181680.0,0.49,A
191,1,Esquema Preferido (feat. Tarcísio do Acordeon),5078174.0,DJ Ivis,342930.0,0e6NlGJxYlHvAN8SKxad7N,73.0,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680.0,0.907,F
75,5,Además de Mí - Remix,5060336.0,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",301217.0,7I8L3vYCLThw2FDrE6LuzE,78.0,0.397,0.613,-5.077,0.0549,0.0396,0.192,78.4,330040.0,0.405,F#
193,3,Payphone,5052717.0,"Maroon 5, Wiz Khalifa",32279979.0,1LmN9SSHISbtp9LoaR5ZVJ,74.0,0.739,0.756,-4.828,0.0394,0.0136,0.37,110.028,231387.0,0.523,E
50,3,Ghost,5013450.0,Justin Bieber,48544923.0,6I3mqTwhRpn34SLVafSH7G,71.0,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190.0,0.441,D
37,3,Off My Face,5004111.0,Justin Bieber,48544923.0,3T03rPwlL8NVk1yIaxeD8U,75.0,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468.0,0.586,E
140,13,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",4972518.0,Jack Harlow,1053324.0,0ZLuW8uOXdFNWcI40C0OC2,73.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B
188,3,Take on Me,4969662.0,a-ha,1560784.0,2WfaOiMkCvy7F5fcp2zZ8L,84.0,0.573,0.902,-7.638,0.054,0.018,0.0928,84.412,225280.0,0.876,F#
45,18,BEBÉ,4967348.0,"Camilo, El Alfa",10580764.0,7D7EH7MGyNHWSkqrszerI1,78.0,0.862,0.72,-4.048,0.0379,0.487,0.0604,129.972,198707.0,0.965,E
128,2,Tu Veneno,6007541.0,J Balvin,29067437.0,5KFHrrBMyGj5MhVbZMM3ts,76.0,0.664,0.659,-4.232,0.0873,0.0625,0.0874,175.826,157320.0,0.797,A#
49,2,Deserve You,5837372.0,Justin Bieber,48544923.0,5NU40QTlXrDUJzDBdv79bg,69.0,0.677,0.633,-7.831,0.0771,0.0314,0.112,89.934,187239.0,0.409,G
44,2,2 Much,5794583.0,Justin Bieber,48544923.0,0oaY19dUwZimIgzn3ZZLZO,70.0,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,152796.0,0.167,A
3,66,Tusa,5510113.0,"KAROL G, Nicki Minaj",17792779.0,7k4t7uLgtOxPwTpFmtJNTY,80.0,0.803,0.715,-3.28,0.298,0.295,0.0574,101.085,200960.0,0.574,D
34,29,Una Locura,5466954.0,"Ozuna, J Balvin, Chencho Corleone",29238936.0,5y7DaS3jAc9eZzcSOoUIwU,81.0,0.714,0.761,-4.596,0.0427,0.139,0.241,168.022,230693.0,0.906,F
61,2,Loved By You (feat. Burna Boy),5419040.0,Justin Bieber,48544923.0,2tB9OFgAHjAds3cqquLlvp,69.0,0.79,0.724,-6.972,0.0852,0.0696,0.113,101.04,159250.0,0.642,C#
181,1,Girls Like Us,5410730.0,Zoe Wees,203555.0,5SFXOMJJ334Wn2PwBHeRZN,78.0,0.444,0.648,-4.955,0.0476,0.288,0.059,125.706,189000.0,0.171,C#
17,4,Lemon Pepper Freestyle (feat. Rick Ross),5365747.0,Drake,56327031.0,4FRW5Nza1Ym91BGV4nFWXI,76.0,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,383037.0,0.431,C#
97,9,Esquema Preferido,5356696.0,"DJ Ivis, Tarcísio do Acordeon",342930.0,0e6NlGJxYlHvAN8SKxad7N,73.0,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680.0,0.907,F
105,14,Love Not War (The Tampa Beat),5326719.0,"Jason Derulo, Nuka",9778632.0,4Lt6GXGzYsa1tgkv3nGSTm,79.0,0.738,0.85,-3.049,0.0642,0.105,0.23,98.013,192921.0,0.865,G#
57,2,Die For You (feat. Dominic Fike),5323412.0,Justin Bieber,48544923.0,7aely3H8kMj9o0gt6vXHE1,67.0,0.728,0.629,-6.629,0.0318,0.00196,0.0847,135.031,198426.0,0.71,C#
64,12,Starboy,5302285.0,"The Weeknd, Daft Punk",35340069.0,7MXVkk9YMctZqd1Srtv4MB,83.0,0.679,0.587,-7.015,0.276,0.141,0.137,186.003,230453.0,0.486,G
22,29,La Tóxica,5255393.0,Farruko,10510156.0,15OjBeqNX3bShsGYQbteRv,78.0,0.659,0.701,-4.107,0.164,0.0882,0.0866,91.97,180520.0,0.623,A
181,3,Coração Na Cama - Ao Vivo,5211351.0,Hugo & Guilherme,435936.0,2nZj5YymF54qhAu7RneVP6,77.0,0.764,0.794,-4.096,0.0589,0.663,0.34,110.013,173227.0,0.721,G#
60,1,Love You Different (feat. BEAM),10024729.0,Justin Bieber,48544923.0,27UcQ6dAvQrgH9C880rCM3,66.0,0.759,0.584,-6.655,0.06,0.0652,0.16,127.138,186696.0,0.374,G#
74,1,Somebody,8912458.0,Justin Bieber,48544923.0,3rLIv187BhjyweFe89SgLn,67.0,0.714,0.833,-5.239,0.0259,0.00249,0.298,129.964,220920.0,0.663,F
152,1,White Dress,5796978.0,Lana Del Rey,13697048.0,4Hl9rOqYomojCmxYfr25im,65.0,0.493,0.263,-12.805,0.0351,0.926,0.0879,122.792,333710.0,0.158,C
82,18,Polvo,5528508.0,"Nicky Jam, Myke Towers",14831925.0,68mrW6gXHgupgSiDHgaDi5,76.0,0.763,0.621,-6.169,0.066,0.0105,0.106,82.042,211130.0,0.582,B
138,2,Chemtrails Over The Country Club,5418816.0,Lana Del Rey,13697048.0,7bPWdJgx8vek7S5i5yAtvG,73.0,0.334,0.276,-13.125,0.0643,0.877,0.113,201.025,271177.0,0.429,E
37,31,Parce (feat. Justin Quiles),5312876.0,"Maluma, Lenny Tavárez",26769304.0,4RJz8NfIe09gpKMiRUWKhJ,78.0,0.691,0.739,-3.09,0.229,0.422,0.11,83.897,248345.0,0.884,F
40,9,Ropa Cara,5249427.0,Camilo,10580764.0,7BIy3EGQhg98CsRdKYHnJC,73.0,0.813,0.526,-4.787,0.125,0.105,0.11,170.002,163320.0,0.608,E
25,26,Vida de Rico,5189822.0,Camilo,10580764.0,73nAK3HgQK8dak83Y2WQ8F,79.0,0.824,0.457,-5.428,0.0543,0.167,0.041,87.977,187427.0,0.95,F#
182,3,Devil Eyes,5098581.0,Hippie Sabotage,713486.0,7MiZjKawmXTsTNePyTfPyL,80.0,0.391,0.396,-8.621,0.189,0.702,0.315,99.112,131272.0,0.199,C#
141,13,Ponte Pa' Mi,5082870.0,Justin Quiles,2897862.0,4C6BlqqMwjFzOXzqpTeoWR,76.0,0.878,0.713,-4.566,0.0948,0.0581,0.0822,92.028,202373.0,0.615,F
109,1,Dámelo To’ (feat. Myke Towers),6426522.0,Selena Gomez,28931149.0,36CiGk9oRdwTnBDMgKEfjl,64.0,0.787,0.641,-7.376,0.315,0.101,0.07,182.003,184134.0,0.437,G#
121,1,Patience (feat. YUNGBLUD & Polo G),6155698.0,KSI,2010879.0,5J5CpT6bgE6KYKk23jgp9W,71.0,0.616,0.741,-4.272,0.0426,0.00251,0.307,122.012,181720.0,0.431,G
