artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,valence,top_200
TeddyLoid,Gear Gadget Generators,7nVEXZtlDIS88upYP0dBsG,14.0,0.00294,0.36,124235.0,0.99,C#,0.298,-0.375,0.0842,170.074,0.34,0
Kenny Chesney,Down the Road - Live,0ftYn6m8LU4JOgLu9GkcTe,35.0,0.801,0.414,189293.0,0.584,F,0.617,-9.245,0.0285,162.887,0.579,0
Sergei Prokofiev,"Romeo and Juliet Suite No. 3, Op. 101: Aubade: Morning Serenade (Suite No. 3, Op. 101: V)",64XBcc7uVlo2cun1BiSjpg,45.0,0.95,0.407,160653.0,0.00722,E,0.121,-38.706,0.0391,131.535,0.165,0
M. S. Subbulakshmi,Jo Achyuthananda Jo Jo Mukunda,6ZKc3w8osIQrVFpMvpEs3a,24.0,0.853,0.316,368083.0,0.378,G#,0.401,-8.643,0.0386,168.886,0.529,0
The Hit Crew Kids,Mr. Sun,2d9rOSZSd5yOrXf6dWgT65,0.0,0.45,0.42,76201.0,0.673,D,0.295,-7.801,0.0692,174.884,0.363,0
Peter Tosh,Memphis,1g803jaPiI7akYBGspcVKI,30.0,0.523,0.855,131507.0,0.333,F,0.127,-15.439,0.0969,111.911,0.716,0
Denis Leary,President Leary,1DYFYNPUY49Vbjm6ze3Mue,14.0,0.832,0.541,287333.0,0.824,D#,0.854,-11.748,0.922,103.776,0.312,0
Ra Ra Riot,Flowers,29sQdO0XyF2fkdvbvmx8G0,54.0,0.151,0.558,297720.0,0.757,F,0.0957,-4.894,0.0378,92.192,0.645,0
David Landau,Under The Trees,5iblcOcy52lO7edIPUEK8H,1.0,0.439,0.675,154827.0,0.45,A,0.126,-11.036,0.0344,113.675,0.917,0
John Lunn,The Butler And The Housekeeper,3fDfaj3i5Z3F7QDnccUkKV,27.0,0.905,0.16,128640.0,0.116,F,0.0865,-19.58,0.0413,108.852,0.0349,0
Gipsy Kings,Mujer,0kAkw9xqQVPsqlz6fTi4IR,18.0,0.802,0.571,254800.0,0.692,D#,0.191,-10.512,0.04,94.457,0.655,0
Dennis Miller,Commercial Air Travel,5bGpB4C1sXHIYAndOodt23,12.0,0.762,0.537,191172.0,0.735,D,0.878,-12.729,0.939,141.476,0.152,0
Richard Wagner,Götterdämmerung: Siegfried funeral march,0bNdz8bKcegZ03gaUawWN4,15.0,0.992,0.0838,354307.0,0.144,C,0.13,-16.725,0.0394,62.44,0.0397,0
Lil Texas,Anthem X,6NizMwLc7qHdtKGX5AeHh6,24.0,0.0218,0.629,196800.0,0.986,E,0.425,0.423,0.151,100.012,0.0789,0
Tig Notaro,Names,72lfS9YIND3BhoNs58eXrd,24.0,0.915,0.532,95920.0,0.781,F,0.751,-12.757,0.938,91.627,0.336,0
Pyotr Ilyich Tchaikovsky,Dance of the Sugar Plum Fairy - Andante non troppo,6fwa94Wr5uAUUsL5CNcboh,42.0,0.92,0.483,103120.0,0.0724,E,0.104,-29.828,0.0325,129.274,0.104,0
pinocchioP,At the Mercy of Emptiness,3BgYvz5hn81FALsr0fGSDS,13.0,0.053,0.491,228815.0,0.908,G,0.415,-2.573,0.0728,167.118,0.733,0
Hi-5,Hey Presto!,2fjDePMYGSKVvEbRbjATEL,15.0,0.00471,0.596,129600.0,0.874,C,0.104,-4.147,0.0374,172.097,0.837,0
Hayes Carll,Things You Don't Wanna Know,0GH2ZSJoGqKm5ScIy0xcfm,39.0,0.0724,0.599,190695.0,0.512,C,0.194,-7.02,0.0325,88.269,0.723,0
Hepcat,Daydreamin',4nYMuL0UGQJRxcJFnWSbtY,20.0,0.243,0.765,253267.0,0.623,A,0.127,-9.805,0.064,116.001,0.526,0
Alicia Keys,Wreckless Love,1JVN2oMHiWXHD5j5nhniST,49.0,0.171,0.478,232587.0,0.552,C#,0.0661,-6.642,0.245,180.97,0.659,0
Swingin' Utters,Constant Companion,3BFGnb4wDzTPpjoaIaINxJ,21.0,3.77e-05,0.415,106784.0,0.995,F#,0.0925,-3.389,0.158,84.962,0.173,0
Oliver Tree,Alien Boy,1gGhqfs2pDTOI30AEXMXrn,73.0,0.111,0.803,163525.0,0.599,C#,0.236,-5.169,0.0985,130.107,0.484,0
David Frizzell,You're The Reason God Made Oklahoma,3iIwNPFbhF9XkhUzMQUIgy,45.0,0.565,0.507,204133.0,0.383,A,0.151,-11.158,0.0398,97.553,0.388,0
Cultura Profética,Yavida,0wMNby43i5Vtvj8aNtvf3t,37.0,0.422,0.89,260427.0,0.544,G,0.0718,-8.135,0.0868,129.858,0.776,0
Nobuo Uematsu,JENOVA COMPLETE,24BTivTqoKkv6UyNoKWVqT,31.0,0.228,0.46,239307.0,0.924,F,0.507,-11.732,0.0353,91.66,0.964,0
Fat Joe,Momma,5anhqEGXtfyPKozqVEihig,52.0,0.336,0.632,245496.0,0.731,A#,0.0684,-5.232,0.283,130.761,0.48,0
Slushii,Goodbye Star Girl,2ftJ6UgxJ2OWMlU8I23BCL,43.0,0.099,0.775,164865.0,0.964,A,0.107,-5.168,0.0406,144.017,0.52,0
The Hit Crew Kids,The Story of Heidi,4q8NjCwNhLUw9NP2fOo83c,0.0,0.773,0.465,1632733.0,0.502,A#,0.106,-11.886,0.49,72.26,0.457,0
Xavier Rudd,Gather the Hands,1NeD4lyRCxG25VIDSN1XKH,45.0,0.763,0.345,306760.0,0.545,D#,0.0864,-11.286,0.0757,140.08,0.27,0
Chorus,Morning Gayatri Mantra,0JZjPLcCW5JKISzF6O8KWr,0.0,0.975,0.284,28800.0,0.113,D,0.119,-10.612,0.0437,75.338,0.358,0
Mafumafu,Inochi No Justitia,4BynLwPYWtTA8kcicRaswe,26.0,0.157,0.486,255840.0,0.81,E,0.168,-3.402,0.0739,155.925,0.513,0
Paul Baloche,To the Cross I Come,5yT1fcNnhBcOXuMonTS2aG,42.0,0.296,0.467,315453.0,0.533,C,0.11,-8.435,0.0275,102.628,0.215,0
Operation Ivy,Bombshell,3a5kBTVtaiXKyobGGw8kTQ,43.0,0.0528,0.281,63600.0,0.956,D,0.323,-3.565,0.151,174.459,0.837,0
Funky DL,Ode To Nujabes,1CXdpbLm5FwRPypU8p4tKg,39.0,0.256,0.745,220653.0,0.722,F#,0.229,-8.559,0.153,94.392,0.729,0
Voodoo Glow Skulls,Love Letter,4LwhEXSdT2ZevZbGKA7Vm9,19.0,0.00305,0.457,171800.0,0.979,G,0.138,-2.316,0.0555,124.731,0.473,0
Deborah Lurie,No Safer Place,2dsbt4tHPSe5slDCTQzbEp,25.0,0.969,0.254,176028.0,0.00745,A,0.106,-26.847,0.0354,84.253,0.039,0
Bryson Tiller,Self-Made,2rUwQj4SWaP2anuGDtNpYR,63.0,0.00304,0.932,167853.0,0.702,G,0.267,-3.459,0.0903,143.001,0.53,0
Dorothée,Fanfan la tulipe,6tlxRAkny1mhFHWllzCzOJ,1.0,0.695,0.777,108800.0,0.601,A,0.22,-6.404,0.0653,122.542,0.963,0
Goldfinger,Carlita,6E87cllyRhXp5HFQqa1Vig,29.0,0.0248,0.413,196827.0,0.931,C#,0.166,-4.888,0.0845,179.186,0.85,0
Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act 1: 2. Waltz (Tempo di valse)",24OnRE3QpFAvj9cCGu9rMV,37.0,0.962,0.26,436533.0,0.0992,A,0.147,-17.513,0.0379,105.207,0.0954,0
Jenny Lewis,She's Not Me,388mKnPdjaZ6FCRvmRmGlH,46.0,0.00487,0.453,249520.0,0.771,E,0.271,-6.341,0.0273,93.193,0.794,0
Macklemore,Ain't Gonna Die Tonight (feat. Eric Nally),1FgmP7AOTcn7MGYmImj0kn,62.0,0.232,0.687,214720.0,0.768,G,0.118,-5.579,0.14,81.977,0.865,0
Rascal Flatts,I Won't Let Go,1T1C9VVQ1lb60WxWZx7KoG,55.0,0.742,0.557,227760.0,0.406,E,0.113,-7.083,0.0278,131.96,0.222,0
Savoy Brown,Why Did You Hoodoo Me,4XL4uAiemn8nUfkbNew7bc,26.0,0.0477,0.501,312847.0,0.861,G,0.179,-3.463,0.0318,111.547,0.566,0
Sonta,Crazy over You,2SoIvGDc4dkRiii5bxGSkJ,56.0,0.559,0.606,256675.0,0.578,G#,0.153,-5.076,0.0373,111.928,0.171,0
Rufus,Sweet Thing,0bqZnsPz4klg5TuWGcKb34,52.0,0.855,0.695,201973.0,0.297,A,0.072,-15.407,0.0621,80.732,0.703,0
fripSide,LEVEL5-judgelight-,6mN9tHvsUX52mUyVNuoxGt,39.0,0.16,0.563,263240.0,0.993,G#,0.31,-0.641,0.131,139.493,0.466,0
Mott The Hoople,All the Way from Memphis,5lP2EYWk8LFUkM0grPWUFT,41.0,0.0427,0.522,302560.0,0.833,C#,0.605,-8.688,0.0401,137.127,0.558,0
Richard Wagner,"Tristan und Isolde, WWV. 90, Act III: Mild und leise (Liebestod)",3QwZLLBxuUlDgRhNqEQW9z,20.0,0.978,0.18,521640.0,0.167,B,0.105,-19.212,0.043,81.348,0.032,0
Naughty By Nature,Jamboree,3MPKTMJIxlORqcxw542HHK,53.0,0.0344,0.849,213907.0,0.635,C,0.082,-9.425,0.266,92.003,0.856,0
Stubborn All-Stars,Pick Yourself Up,50GLBNaae4U7hV2QADAqFh,16.0,0.00069,0.628,235133.0,0.727,F,0.0998,-6.008,0.039,137.758,0.885,0
Inspector,Alma En Fuego,5Jk1TpnDH4MzaOg05NMiKO,33.0,0.698,0.73,247160.0,0.765,E,0.101,-3.786,0.0364,130.043,0.882,0
Sech,Con Bochinche,15FbNoazXVz3yJNfp9LF0S,51.0,0.603,0.609,214388.0,0.639,G#,0.23,-4.209,0.451,186.159,0.581,0
Phora,Sinner,4BBjyECa4Taj2hG96h0dRK,55.0,0.0825,0.493,269165.0,0.649,B,0.117,-5.586,0.191,127.29,0.136,0
Tommy Olivencia,No Tires La Primera Piedra,0OFAo20H6VUQB78GyLoJQJ,42.0,0.537,0.754,296227.0,0.787,E,0.133,-3.784,0.0442,97.747,0.723,0
Al Green,Take Your Time,1pwy1QgUguLCykSAmLPMIQ,42.0,0.377,0.45,277053.0,0.356,C,0.116,-9.892,0.0301,125.367,0.244,0
Peter White,Swept Away,2Rskvuc5zQHCSNQFhEEDVt,31.0,0.511,0.568,329067.0,0.657,D,0.0867,-9.451,0.0397,79.066,0.408,0
3LAU,Ultraviolet,77u5roni7RXL2A73HJR1HO,42.0,0.00028,0.486,92500.0,0.812,D#,0.22,-5.329,0.0284,129.942,0.0396,0
Lary Over,Henny,38tcwH7JjGbDvdsLjk1wlT,43.0,0.111,0.83,169787.0,0.645,C#,0.145,-6.502,0.362,84.012,0.873,0
James Bay,Let It Go,13HVjjWUZFaWilh2QUJKsP,75.0,0.818,0.546,260533.0,0.311,C#,0.107,-10.396,0.0288,147.464,0.246,0
Joha,Shot for Me (Spanish Remix),7vMMn2T7dUZ02TmMz7FiPs,30.0,0.259,0.71,221727.0,0.767,G,0.235,-4.274,0.0419,142.935,0.537,0
Angel Y Khriz,La Vecina,7A4y1S67TbSG0BSADQy8Aj,37.0,0.0992,0.858,189227.0,0.862,B,0.0742,-4.994,0.0562,93.986,0.956,0
Bottleneck,The Original Hick Life,7vJeBvXrKNE79MXqGLCLda,40.0,0.0282,0.509,301950.0,0.729,D,0.31,-4.525,0.0471,168.007,0.269,0
Empress Of,Trust Me Baby,5rZkD8qV0fOE9mtfhrCNvt,46.0,0.69,0.668,197933.0,0.419,C#,0.144,-6.373,0.0407,148.104,0.468,0
Marc Maron,What Love Becomes,6YXA5LpJI44r7L0y8Zvje5,17.0,0.873,0.616,190893.0,0.586,B,0.611,-11.38,0.907,100.267,0.684,0
Gustav Mahler,"Songs from ""Des Knaben Wunderhorn"": 6. Revelge",1ySoWJIiwSC5KSr4Hh0bg4,3.0,0.971,0.372,419107.0,0.363,C,0.146,-12.777,0.0574,103.027,0.342,0
G Jones,Soundtrack to the Machine,2o6Ofau1XicXEcREBZnhZI,36.0,0.0629,0.664,162680.0,0.895,C#,0.156,-5.398,0.465,150.079,0.372,0
Takatsugu Muramatsu,Rainbow of Magic,4xi8SzMqfeaTUO2WDXzZJg,14.0,0.824,0.326,102000.0,0.552,G,0.0882,-10.726,0.0403,71.948,0.174,0
Emancipator,Maps,7uXQecbaZHO7J1iW1dsvl3,42.0,0.0449,0.518,262319.0,0.634,A,0.11,-11.032,0.0297,99.002,0.394,0
Robert Schumann,"Symphony No. 2 in C Major, Op. 61: III. Adagio espressivo",1rHUIdGj02fFm44oVs0p06,29.0,0.939,0.156,623369.0,0.0335,C,0.124,-25.684,0.0411,67.197,0.0359,0
Mac DeMarco,Salad Days,4keAoywVf4jxRvXU7ON0hV,67.0,0.0876,0.43,145893.0,0.771,F,0.121,-7.176,0.0375,201.001,0.772,0
Kindred The Family Soul,Where Would I Be (The Question),56MbtP05s9Qt0NPG3S1QIT,40.0,0.429,0.599,286547.0,0.467,A,0.0507,-8.558,0.065,159.989,0.516,0
Mr. Airplane Man,Sun Sinking Low,10SPE25uLsJpcAs22WvswR,32.0,0.593,0.514,208427.0,0.5,G#,0.08,-12.061,0.027,111.101,0.326,0
Nice & Smooth,Sometimes I Rhyme Slow,18Mh3v6rBCCpcNYzyaA2RN,54.0,0.113,0.81,172267.0,0.55,G#,0.0956,-14.002,0.133,108.382,0.626,0
Caravan Palace,Jolie coquine,5FaBgrhCbB2UuA7hc6HZBH,48.0,0.00756,0.742,226787.0,0.936,E,0.124,-5.819,0.369,125.044,0.604,0
Josh Ritter,Kathleen,2nrVWS45ufhqJuKK95J3nv,46.0,0.0557,0.264,248454.0,0.648,A#,0.098,-7.643,0.0637,52.365,0.408,0
The Internet,Mood,5biM2vzWFcYOVFcsrYK2wA,44.0,0.282,0.697,198107.0,0.458,E,0.111,-8.092,0.282,90.008,0.483,0
Hans Zimmer,"Up Is Down - From ""Pirates of the Caribbean: At World's End""/Score",6N10tJfiQqm4wn6KM70aoT,46.0,0.214,0.461,162200.0,0.452,G,0.108,-14.447,0.045,130.273,0.184,0
Kenny Rogers,The Greatest,1cMuYYrCZUA3bnKru2wOGR,44.0,0.63,0.679,188133.0,0.219,D#,0.104,-14.131,0.0324,87.107,0.366,0
Wilco,How to Fight Loneliness,1CsMuJeMzRqNgS7G0fo1Gv,49.0,0.596,0.692,232027.0,0.378,B,0.134,-12.671,0.0308,123.658,0.4,0
Dr. Dre,The Next Episode,4LwU4Vp6od3Sb08CsP99GC,71.0,0.0279,0.916,161507.0,0.906,D#,0.0803,-2.494,0.195,95.3,0.291,0
The Front Bottoms,Santa Monica,65TxMZ86o1gk9G4qeRFq4R,43.0,0.0967,0.392,247563.0,0.936,D,0.172,-5.393,0.0581,154.886,0.717,0
Bethel Music,Take Courage (Radio Version) [feat. Kristene DiMarco],2lA9Lkfux62YQC0sXGpM9H,56.0,0.00242,0.488,239985.0,0.698,G,0.249,-6.422,0.0319,142.208,0.146,0
The Wonder Kids,Adonai,0kAKMAwJNSByaDcBXwGTdj,0.0,0.58,0.516,237066.0,0.319,G,0.0963,-7.566,0.0276,129.297,0.136,0
Arcangel,El Sol & La Playa - Official Remix,2VEBFzVrKauTVxgRmZVp9U,23.0,0.00772,0.686,236591.0,0.758,E,0.24,-7.168,0.0879,128.054,0.84,0
Mujo,Ice-Lolly,07c56YyvmT1uWXKkWKrbKu,56.0,0.183,0.82,120707.0,0.116,C#,0.0933,-12.707,0.296,80.283,0.606,0
Etta James,Leave Your Hat on,0GjFq6nbi6FedUrmD2KLOD,29.0,0.417,0.733,203027.0,0.449,A,0.375,-11.133,0.0798,170.753,0.833,0
Angel Olsen,California,5KV3yD0VIwI6btDUUW5Zdr,42.0,0.764,0.55,230000.0,0.192,A,0.141,-13.329,0.059,116.296,0.313,0
Antonio Vivaldi,"Oboe Concerto in A Minor, RV 461: I. Allegro non molto",0GqolKThB8Go0NcKQVWR9o,0.0,0.944,0.308,212160.0,0.154,A,0.17,-16.566,0.0413,173.666,0.598,0
Randy Newman,"You've Got a Friend in Me - From ""Toy Story""",6BdR2hI8YFWV0A1hQueN5x,38.0,0.811,0.52,124293.0,0.416,D#,0.196,-8.318,0.0361,115.54,0.518,0
George Frideric Handel,"Handel: Harpsichord Suite No. 5 in E Major, HWV 430 (from ""Suites de Pièces pour le Clavecin I"", 1720): IV. Air con Variazioni, ""The Harmonious Blacksmith""",6oLUU0gA9mGBxKkFHVh047,36.0,0.994,0.338,263880.0,0.0472,E,0.0994,-24.668,0.0391,144.414,0.582,0
Dalex,Mi Cama,5QdtuswGD8Vz6ZWFNzmTu6,40.0,0.433,0.779,227667.0,0.585,D,0.127,-5.981,0.0891,89.995,0.58,0
Georges Bizet,"Carmen: Act II: Enfin, cest toi!",4lqQmMhMSKyprWg8jsolqk,11.0,0.99,0.526,51867.0,0.144,G,0.543,-17.802,0.0451,97.949,0.233,0
Rick Ross,Santorini Greece,4QwyZncLTHlA1y409ogbON,55.0,0.00895,0.434,332600.0,0.785,E,0.132,-4.169,0.128,106.926,0.38,0
Daft Punk,The Son of Flynn - Remixed by Ki:Theory,1TT6gRprLQ5vSWgoWpyKfR,39.0,0.0209,0.452,291507.0,0.956,G,0.163,-5.536,0.039,105.983,0.296,0
Frédéric Chopin,"Préludes, Op. 28: No. 15, Sostenuto in D-Flat Major ""Raindrops""",2Hih66JE9AKxxWJJEnh42c,0.0,0.992,0.375,313640.0,0.0135,C#,0.132,-22.472,0.054,77.361,0.065,0
Barry White,"Can't Get Enough Of Your Love, Babe",0hSAR39xfxXXs2LmwjTWUI,66.0,0.117,0.73,274000.0,0.772,F,0.0757,-7.622,0.0673,111.814,0.779,0
Old Sea Brigade,Love Brought Weight,1H56ffyFrFcvMEWUg3WFbM,66.0,0.699,0.367,185747.0,0.326,G,0.0759,-15.605,0.0344,116.659,0.064,0
Georges Brassens,La Mauvaise Herbe,0ci7mk5uToieLaI8V9Az7p,22.0,0.862,0.704,170160.0,0.199,D,0.351,-13.694,0.38,118.029,0.447,0
Johannes Brahms,"Piano Trio No. 3 in C Minor, Op. 101: Presto non assai",1ZarNsxBF6cFDhyN7F5yPZ,25.0,0.989,0.301,231827.0,0.00602,F,0.0917,-34.733,0.0414,83.628,0.224,0
Hillsong Young & Free,More Of You,3CMc5c4Ex3OMy1rzk5oIXs,44.0,0.0763,0.544,214867.0,0.674,F#,0.148,-4.963,0.029,128.014,0.469,0
Weezer,Rosanna,46Em8Tk4iqp1qI9vT5dtf0,49.0,0.081,0.475,291525.0,0.871,G,0.156,-4.735,0.0528,81.636,0.541,0
Toby Keith,How Do You Like Me Now?!,7LimFGKop84KMDutqYaNIF,57.0,0.0807,0.632,205920.0,0.83,C,0.123,-4.665,0.0463,109.387,0.69,0
Boosie Badazz,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",6D1CstH1YvzNN8cPd9ay9Q,58.0,0.000426,0.836,272347.0,0.906,C#,0.227,-2.902,0.279,165.091,0.718,0
Busta Rhymes,Woo Hah!! Got You All In Check,09WxJCWFMWAxTHBLLelpDS,56.0,0.0985,0.716,272813.0,0.924,C#,0.306,-5.433,0.324,92.022,0.786,0
JR JR,Gone,3mxMrdo3fJjDbb64nagoXR,59.0,0.054,0.62,227507.0,0.892,D,0.207,-3.664,0.0531,129.96,0.418,0
Johnnie Taylor,Your Love Is Rated X,5dVFSv14RT2cO49SSlRe22,26.0,0.516,0.541,251640.0,0.621,C,0.1,-11.282,0.183,168.988,0.802,0
Philthy Rich,Stick Up (feat. Shoreline Mafia),6OOU01f11j4xeJHafoQqBK,53.0,0.00162,0.839,261515.0,0.377,C#,0.135,-8.232,0.425,84.999,0.411,0
Bruce Broughton,Oliver's Birthday,4Oxq2Oy8bbi4b6iURwrsrV,7.0,0.986,0.49,226000.0,0.26,A#,0.122,-19.44,0.0408,136.561,0.664,0
The Dead Weather,I Can't Hear You,3O1rkVw6tpDizXzHqMZfh5,48.0,0.0482,0.529,215093.0,0.754,C,0.108,-3.167,0.182,79.463,0.422,0
The Fabulous Thunderbirds,Wait On Time,71ptjbbVkrMPebtE3CgBZS,33.0,0.61,0.673,183560.0,0.605,E,0.195,-5.677,0.0559,128.593,0.84,0
Movements,Daylily,6AgtouHw1KrKy1PsoLjY3o,54.0,0.00195,0.565,208853.0,0.778,D,0.156,-5.475,0.028,104.067,0.421,0
David Guetta,Just One Last Time (feat. Taped Rai),1jvT3CCQpyysWB1JcqZwSi,43.0,0.011,0.517,228867.0,0.781,G#,0.126,-3.089,0.0539,128.019,0.177,0
The Faim,Make Believe,6Mt88H4n1BzTOIQLuv5R71,42.0,0.24,0.331,204387.0,0.575,F,0.152,-5.818,0.0447,190.008,0.346,0
Nobuo Uematsu,Ending Credits,06oK92OoVAKK9JCZMfiENb,26.0,0.82,0.219,411600.0,0.269,F,0.0572,-10.578,0.0301,101.811,0.0855,0
Young Roddy,You Ain't Never,3w6ILvbcJIWib9ggKw1DIb,37.0,0.596,0.873,194758.0,0.544,F#,0.12,-9.783,0.301,129.985,0.188,0
Iliza Shlesinger,Lobsters,7shnpK65PWpgf6IGZMZ2aY,25.0,0.812,0.648,515975.0,0.914,D,0.693,-6.727,0.936,114.512,0.204,0
Santana,Dance Sister Dance (Baila Mi Hermana),5dq2RglfRQ6QQbW1xLANSg,26.0,0.133,0.379,465560.0,0.941,F,0.979,-6.517,0.0786,152.772,0.722,0
ASIAN KUNG-FU GENERATION,Railroad,7qy30r53kTtTWzSufjYi4k,12.0,0.00239,0.49,188240.0,0.76,A,0.0866,-3.887,0.0402,135.212,0.474,0
Hector & Tito,Gata Salvaje,5KtmoHbaCXMBTvfRfNKxxi,32.0,0.0899,0.608,191987.0,0.805,A,0.264,-3.851,0.225,94.724,0.559,0
John Debney,Buddy And Santa's Flight,3SugvyBst4nBYn5vhJLvHO,22.0,0.678,0.263,75280.0,0.291,C,0.0737,-16.912,0.0348,82.566,0.252,0
Wham!,Wake Me Up Before You Go-Go - Remastered,5qFPs70nZD1fQZOi7u7cIZ,61.0,0.0986,0.607,232280.0,0.795,C,0.059,-5.137,0.0496,81.298,0.815,0
Mica Levi,Children,4omNKdopr5IZJdGgIoJW1T,23.0,0.861,0.139,200837.0,0.0936,F#,0.11,-19.099,0.0536,166.723,0.0383,0
James Horner,"Playing A Game Of ""Go!"" - From ""A Beautiful Mind"" Soundtrack",3PorHQlgub6iK85MFOHH8R,28.0,0.976,0.17,214893.0,0.0279,D,0.0852,-28.74,0.041,66.331,0.0339,0
Tyga,Tequila Kisses,59i8dmWOPtEaDFXkkhWYiN,57.0,0.0227,0.791,198721.0,0.488,F,0.0943,-6.829,0.0387,130.108,0.601,0
Christopher Titus,The World,4j2wDHOEiNDFyIViYV9F1E,21.0,0.7,0.437,236000.0,0.953,F#,0.947,-6.31,0.921,52.644,0.385,0
Mitch Hedberg,Three Easy Payments,1dZBzzzoj6tbc8kfLBAcOo,34.0,0.798,0.56,125787.0,0.914,C#,0.862,-10.054,0.952,70.987,0.179,0
Tego Calderon,"Llora, Llora",42LFpmFNacf6rAIZqaCiWt,44.0,0.288,0.729,209613.0,0.844,A#,0.0839,-7.207,0.205,94.846,0.872,0
THE ORAL CIGARETTES,ONE'S AGAIN,64zxysfNxpOjUMtzzhJ2zp,29.0,0.0187,0.553,282602.0,0.897,G#,0.262,-2.939,0.0719,110.008,0.459,0
Anoushka Shankar,The Sun Won't Set (feat. Norah Jones),7AzNQ3AXf5coKTFyyW1tcM,17.0,0.969,0.507,217027.0,0.278,B,0.105,-15.815,0.038,73.479,0.368,0
Chantal Goya,Joyeux château de Moulinsart,1JHXnc287wBw2RUSnVTUk6,1.0,0.723,0.305,217040.0,0.617,C,0.409,-7.291,0.0535,169.637,0.646,0
Leonard Bernstein,"West Side Story: Act I: Gee, Officer Krupke",5Yteiedw7vtcyUvYVPLhmv,41.0,0.705,0.598,254867.0,0.45,C#,0.421,-9.859,0.442,146.23,0.843,0
Kane Brown,Thunder in the Rain,1A8s182NfOT6dOXjPsWfTn,60.0,0.000555,0.549,164920.0,0.877,F#,0.0969,-5.008,0.0317,110.963,0.377,0
Shakey Graves,House of Winston,76A9aKOUxNAtnJ7Jp9fKGa,43.0,0.531,0.448,253373.0,0.43,D#,0.313,-9.496,0.0358,125.472,0.479,0
John Mayer,Daughters,5FPnjikbwlDMULCCCa6ZCJ,69.0,0.837,0.674,237907.0,0.413,D,0.098,-7.816,0.0274,124.895,0.503,0
Real Life,Send Me An Angel,3HCDGtLZabH3umLgwCBpDB,54.0,0.0714,0.605,236547.0,0.926,G,0.0953,-4.831,0.0372,129.844,0.49,0
Children Songs Company,My Bonnie Lies Over the Ocean - Instrumental,3G5fBsm7GAAcw5o0pGsf61,0.0,0.515,0.698,95120.0,0.597,G,0.113,-15.67,0.0629,98.727,0.99,0
Aaron Shust,Give Me Words To Speak,5PNFjiwoM2eDpe7Wq88Dnh,36.0,0.0259,0.24,268360.0,0.738,A,0.143,-6.352,0.037,73.267,0.315,0
RuthAnne,It Is What It Is,6SYoRoUpmoNExhrZdfbmU4,56.0,0.898,0.473,198000.0,0.119,A,0.236,-14.315,0.048,143.269,0.293,0
George Frideric Handel,"The Alchemist, HWV 43: VI. Menuet",1uHCQeTgLg612F5y5iaDwE,35.0,0.935,0.455,91080.0,0.00675,A,0.107,-28.512,0.0406,123.15,0.674,0
Peter Schreier,"J.S. Bach: Schweigt stille, plaudert nicht BWV 211/ Kaffee-Kantate (Coffee Cantata)/3. Satz",12kIBQvNTGtVXjf9hVRWYX,5.0,0.828,0.563,42027.0,0.144,B,0.137,-21.34,0.143,129.304,0.0718,0
Andrew Norelli,Bed and Bath (Live),1Pny2fuanbtIW3ao4Dh5kl,15.0,0.759,0.579,145589.0,0.357,E,0.965,-17.961,0.938,77.942,0.576,0
Christophe Beck,"Elsa and Anna - From ""Frozen""/Score",7sKChFvViJZ6FzQZwCuPqZ,51.0,0.952,0.254,163547.0,0.173,A#,0.0435,-20.266,0.0488,97.934,0.13,0
Tchami,SIAW,7po5x6slgBtianHosm3USx,44.0,0.00172,0.805,274286.0,0.84,C#,0.0751,-4.527,0.102,126.019,0.411,0
Taylor Swift,Invisible,5OOd01o2YS1QFwdpVLds3r,47.0,0.627,0.618,203227.0,0.4,G,0.0943,-5.485,0.0253,96.052,0.189,0
Lhasa De Sela,La marée haute,7HpWgr1Co0iGwKM3qIjhLU,30.0,0.549,0.287,206427.0,0.354,E,0.119,-10.059,0.0332,85.867,0.257,0
INXS,New Sensation,2bxY1baYlyXNzmjOkFvqId,53.0,0.0661,0.68,219813.0,0.967,E,0.0808,-2.771,0.0664,115.748,0.895,0
Collective Soul,Shine,6emdJW80SbDBMuHci8PJJn,65.0,0.294,0.54,306040.0,0.423,F#,0.152,-8.799,0.0283,150.135,0.353,0
The Jungle Giants,Come and Be Alone With Me,7eD99ZvPQ4stLDxZicd0Hw,58.0,0.0705,0.668,186013.0,0.716,A,0.0653,-5.4,0.0488,94.016,0.669,0
Brian Culbertson,Don't Go,5Kuiihb8WUC0FAeZ9KqQtP,37.0,0.844,0.627,328414.0,0.286,C#,0.0886,-10.119,0.0317,144.967,0.108,0
Brian Regan,Peanut Butter & Jelly,3ubq7jlU7wXySpsrWyI9QE,32.0,0.776,0.669,61760.0,0.613,G#,0.69,-13.798,0.919,84.881,0.373,0
Giuseppe Verdi,"Macbeth, Act II: Studia il passo, o mio figlio...",1QX6fXUHkLxdMJht56s7fN,10.0,0.885,0.297,65427.0,0.0799,E,0.127,-27.316,0.0546,76.272,0.0834,0
Nobuo Uematsu,Land of Dwarves,7pKbwybDxzw7usKufc2FWM,17.0,0.00459,0.432,64133.0,0.428,C,0.42,-12.022,0.0334,130.093,0.351,0
